source,target,environment,n_cells,var_x,cov_xy,slope,corr_xy,references,n_references
RUNX1,SLC22A4,external_lung,9000,0.3333919942378998,0.020293651148676872,0.060870241335776815,0.10107817037514998,trrust,1
SIRT1,EGLN1,kidney,8000,0.2156168818473816,0.002698194468393922,0.012513836789012484,0.020318332788885635,trrust,1
SIRT1,EGLN1,lung,15000,0.20498770475387573,-7.134442421374843e-05,-0.00034804245600686206,-0.0009084039825533562,trrust,1
SIRT1,EGLN1,immune,15000,0.4077581465244293,-0.0055098989978432655,-0.013512664418375172,-0.025211398156569545,trrust,1
SIRT1,EGLN1,external_lung,9000,0.20017121732234955,0.0006409811321645975,0.003202164330810764,0.0030861303293387037,trrust,1
SP1,CREB1,kidney,8000,0.3227194845676422,0.011220636777579784,0.034769009353781154,0.03383770287197562,trrust,1
SP1,CREB1,lung,15000,0.23855125904083252,0.013371915556490421,0.05605468447434003,0.046704233201895304,trrust,1
SP1,CREB1,immune,15000,0.3267251253128052,0.010409859009087086,0.031861213609209675,0.022786186967656538,trrust,1
SP1,CREB1,external_lung,9000,0.35756948590278625,0.003272558096796274,0.009152229778594688,0.009232935746801755,trrust,1
SP1,DDB2,kidney,8000,0.3227194845676422,0.0033327487763017416,0.010327076410545009,0.014344969518389724,trrust,1
SP1,DDB2,lung,15000,0.23855125904083252,0.008774721063673496,0.0367833777065563,0.037634236219806806,trrust,1
SP1,DDB2,immune,15000,0.3267251253128052,-0.004259275738149881,-0.013036266292872549,-0.014595615784322034,trrust,1
SP1,DDB2,external_lung,9000,0.35756948590278625,0.0026315180584788322,0.007359459244221619,0.006989310504980477,trrust,1
SP1,MAOB,kidney,8000,0.3227194845676422,0.011427648365497589,0.035410469190627215,0.027486970297896342,"dorothea,trrust",2
SP1,MAOB,lung,15000,0.23855125904083252,-0.004811914172023535,-0.020171405472229703,-0.03923499991518203,"dorothea,trrust",2
SP1,MAOB,immune,15000,0.3267251253128052,-0.0014202769380062819,-0.004347008625818155,-0.01665952232443541,"dorothea,trrust",2
SP1,MAOB,external_lung,9000,0.35756948590278625,-0.002269998425617814,-0.006348412029305451,-0.010055771199267292,"dorothea,trrust",2
SP3,CHRNB4,kidney,8000,0.4258973300457001,0.0004640619154088199,0.001089609825351628,0.007440134203186853,"dorothea,trrust",2
SP3,CHRNB4,lung,15000,0.32552623748779297,0.0003972265694756061,0.0012202597632103367,0.01256393293924287,"dorothea,trrust",2
SP3,CHRNB4,immune,15000,0.6576843857765198,-9.27764194784686e-05,-0.00014106526091375672,-0.0017635452989222366,"dorothea,trrust",2
SP3,CHRNB4,external_lung,9000,0.26657065749168396,-9.701059752842411e-06,-3.639207647280177e-05,-0.00034557338589115064,"dorothea,trrust",2
SP3,F2R,kidney,8000,0.4258973300457001,0.0064512137323617935,0.015147344858136487,0.03529339156222823,"dorothea,trrust",2
SP3,F2R,lung,15000,0.32552623748779297,-5.231526665738784e-05,-0.00016070983113718944,-0.00033014291353322136,"dorothea,trrust",2
SP3,F2R,immune,15000,0.6576843857765198,-0.006477931514382362,-0.009849605151768883,-0.021806150009102576,"dorothea,trrust",2
SP3,F2R,external_lung,9000,0.26657065749168396,0.014017460867762566,0.05258441045110098,0.0428666897416296,"dorothea,trrust",2
SPI1,CUX2,kidney,8000,0.07692623883485794,-0.00065622478723526,-0.008530571586166017,-0.014601482086440474,dorothea,1
SPI1,CUX2,lung,15000,0.617955207824707,0.00201613106764853,0.003262584475573249,0.04220666042677212,dorothea,1
SPI1,CUX2,immune,15000,0.7288297414779663,0.004446915816515684,0.006101446693843684,0.03257057733195288,dorothea,1
SPI1,CUX2,external_lung,9000,0.09654250741004944,9.491379023529589e-05,0.0009831295331098474,0.004386615493651545,dorothea,1
SPI1,GALNT2,kidney,8000,0.07692623883485794,0.027180777862668037,0.3533355884072092,0.2414032128028876,dorothea,1
SPI1,GALNT2,lung,15000,0.617955207824707,-0.04417748376727104,-0.07148978309088495,-0.0890736009227038,dorothea,1
SPI1,GALNT2,immune,15000,0.7288297414779663,0.046020377427339554,0.0631428368085207,0.07817885007051718,dorothea,1
SPI1,GALNT2,external_lung,9000,0.09654250741004944,0.001874249312095344,0.019413721089040693,0.011020377017710711,dorothea,1
SREBF2,ABCG8,kidney,8000,0.2035243809223175,0.0014273475389927626,0.007013152589013705,0.05474093713664213,trrust,1
SREBF2,ABCG8,lung,15000,0.4533039629459381,-0.0004130518063902855,-0.0009112027252220313,-0.012448115025895469,trrust,1
SREBF2,ABCG8,immune,15000,0.5725416541099548,0.0008287515374831855,0.0014474956215570411,0.013029259709298734,trrust,1
SREBF2,ABCG8,external_lung,9000,0.3906262218952179,-0.00029943487606942654,-0.0007665508849268889,-0.005594693073302199,trrust,1
STAT1,CDC7,kidney,8000,0.5708625316619873,0.007145710289478302,0.012517392354818864,0.04080432773791028,dorothea,1
STAT1,CDC7,lung,15000,0.3879196047782898,0.002730570500716567,0.0070390113494706915,0.020968687021634475,dorothea,1
STAT1,CDC7,immune,15000,0.6398587226867676,0.006173247937113047,0.009647829619625362,0.026178422003812665,dorothea,1
STAT1,CDC7,external_lung,9000,0.4513204097747803,-1.0805089914356358e-05,-2.3941062004593053e-05,-6.74154337782549e-05,dorothea,1
STAT1,VSIR,kidney,8000,0.5708625316619873,0.0015501902671530843,0.0027155228819098,0.004594229482992469,dorothea,1
STAT1,VSIR,lung,15000,0.3879196047782898,-0.005661217030137777,-0.014593789435760457,-0.015300555844401395,dorothea,1
STAT1,VSIR,immune,15000,0.6398587226867676,-0.03344769403338432,-0.05227356109632672,-0.04816722314104914,dorothea,1
STAT1,VSIR,external_lung,9000,0.4513204097747803,0.021866075694561005,0.04844911779077907,0.03417647668335373,dorothea,1
STAT3,EPAS1,kidney,8000,0.5159375071525574,-0.0046510249376297,-0.009014705992783036,-0.010974474812434763,"dorothea,trrust",2
STAT3,EPAS1,lung,15000,0.45561274886131287,0.0738164559006691,0.16201578222987478,0.13489505925417605,"dorothea,trrust",2
STAT3,EPAS1,immune,15000,0.7618837356567383,0.027067720890045166,0.03552736411509426,0.06525932150397466,"dorothea,trrust",2
STAT3,EPAS1,external_lung,9000,0.7579508423805237,0.06868236511945724,0.09061585696473937,0.07920445693210315,"dorothea,trrust",2
STAT3,JUNB,kidney,8000,0.5159375071525574,0.11931024491786957,0.23124941153501127,0.24735898396607595,"dorothea,trrust",2
STAT3,JUNB,lung,15000,0.45561274886131287,0.02363288775086403,0.05187055851691676,0.04835959589688513,"dorothea,trrust",2
STAT3,JUNB,immune,15000,0.7618837356567383,0.12346134334802628,0.16204748516071615,0.15735863599703995,"dorothea,trrust",2
STAT3,JUNB,external_lung,9000,0.7579508423805237,0.10828389972448349,0.1428640139568845,0.14305136133744545,"dorothea,trrust",2
STAT3,TYK2,kidney,8000,0.5159375071525574,0.00707701500505209,0.013716806603400302,0.023822536948561745,trrust,1
STAT3,TYK2,lung,15000,0.45561274886131287,0.008156433701515198,0.017902119117386664,0.028764975987763515,trrust,1
STAT3,TYK2,immune,15000,0.7618837356567383,0.018465623259544373,0.02423679938990578,0.04105136366539082,trrust,1
STAT3,TYK2,external_lung,9000,0.7579508423805237,0.007084158714860678,0.009346461958682181,0.014742348744984715,trrust,1
TP53,KCNMA1,kidney,8000,0.18575242161750793,0.002452028449624777,0.01320051942404213,0.029649213628415803,dorothea,1
TP53,KCNMA1,lung,15000,0.15192636847496033,0.002261615823954344,0.014886262645888828,0.012219070900529217,dorothea,1
TP53,KCNMA1,immune,15000,0.23459875583648682,-0.006969245616346598,-0.029707086857715895,-0.023416885456792463,dorothea,1
TP53,KCNMA1,external_lung,9000,0.3189728856086731,0.0017629716312512755,0.005527026624495443,0.013497911038478898,dorothea,1
TP53,SEC14L2,kidney,8000,0.18575242161750793,0.0025545915123075247,0.013752668686967706,0.022715802642508633,dorothea,1
TP53,SEC14L2,lung,15000,0.15192636847496033,0.0010102619417011738,0.006649681367640138,0.013796704316777082,dorothea,1
TP53,SEC14L2,immune,15000,0.23459875583648682,0.001625751261599362,0.006929922777307888,0.011877900324396728,dorothea,1
TP53,SEC14L2,external_lung,9000,0.3189728856086731,0.006404702551662922,0.020079144154968805,0.03447941628453219,dorothea,1
TP53,USP9X,kidney,8000,0.18575242161750793,0.010211442597210407,0.054973402275407736,0.032470576894972215,dorothea,1
TP53,USP9X,lung,15000,0.15192636847496033,0.007734889630228281,0.050912094509144426,0.030581021982527507,dorothea,1
TP53,USP9X,immune,15000,0.23459875583648682,0.0120366420596838,0.05130735675372988,0.029693710028164913,dorothea,1
TP53,USP9X,external_lung,9000,0.3189728856086731,0.020022129639983177,0.06277063206101792,0.04936608062404366,dorothea,1
VDR,CD14,kidney,8000,0.18189673125743866,0.0037154837045818567,0.02042633575049421,0.04005688171862723,trrust,1
VDR,CD14,lung,15000,0.23916330933570862,0.012330811470746994,0.05155812363107289,0.03373343212667423,trrust,1
VDR,CD14,immune,15000,0.1572888344526291,0.05819401890039444,0.3699818814406742,0.19906794447720622,trrust,1
VDR,CD14,external_lung,9000,0.12581738829612732,-0.01704302430152893,-0.1354584174121942,-0.05803490863527124,trrust,1
ZBTB33,RBM15,kidney,8000,0.1294095814228058,0.0023173936642706394,0.017907434973452794,0.017760359826539035,dorothea,1
ZBTB33,RBM15,lung,15000,0.07851500809192657,0.0009940514573827386,0.012660655351635294,0.013122500500714741,dorothea,1
ZBTB33,RBM15,immune,15000,0.08402285724878311,0.0011956323869526386,0.014229846807190727,0.011038521744700476,dorothea,1
ZBTB33,RBM15,external_lung,9000,0.08005259186029434,0.0012559297028928995,0.015688807491514013,0.013775508061336476,dorothea,1
ZNF263,CASZ1,kidney,8000,0.11798330396413803,0.0018231638241559267,0.015452727317333747,0.023405517525840323,dorothea,1
ZNF263,CASZ1,lung,15000,0.09682662785053253,0.0021951207891106606,0.022670631393868042,0.012171733325068244,dorothea,1
ZNF263,CASZ1,immune,15000,0.2101103812456131,-0.0012685352703556418,-0.006037470699140563,-0.01107893350185545,dorothea,1
ZNF263,CASZ1,external_lung,9000,0.22304068505764008,0.004685249645262957,0.02100625562574897,0.01599290464331671,dorothea,1
ZNF263,SSBP3,kidney,8000,0.11798330396413803,0.0040514785796403885,0.03433942298201674,0.02492679786972653,dorothea,1
ZNF263,SSBP3,lung,15000,0.09682662785053253,0.0027083319146186113,0.02797094120430753,0.015980893077532136,dorothea,1
ZNF263,SSBP3,immune,15000,0.2101103812456131,-0.001576041104272008,-0.007501014918580631,-0.006005348562108794,dorothea,1
ZNF263,SSBP3,external_lung,9000,0.22304068505764008,0.0002900116960518062,0.0013002636535879492,0.0010279485666174432,dorothea,1
