block,scenario,model_id,true_beta,estimate_name,estimate_mean,estimate_sd,bias_mean,env1_slope_mean,env1_slope_sd,env2_slope_mean,env2_slope_sd,n_reps
environment,assumptions_hold,env_model,0.6,pooled_naive,0.9416544254306114,0.008431734161765781,0.3416544254306114,1.348446793080108,0.013386471140119737,0.8214204597443914,0.009254715206812734,250
environment,assumptions_hold,env_model,0.6,two_env_invariance,0.6001542384537671,0.01651508155716953,0.00015423845376716372,1.348446793080108,0.013386471140119737,0.8214204597443914,0.009254715206812734,250
environment,alpha_shift_violation,env_model,0.6,pooled_naive,0.939745257798742,0.006505914241624779,0.339745257798742,1.3482218441296998,0.013206947512492684,0.8572066178940612,0.006950140905532073,250
environment,alpha_shift_violation,env_model,0.6,two_env_invariance,0.732821646589603,0.009960368045027077,0.13282164658960305,1.3482218441296998,0.013206947512492684,0.8572066178940612,0.006950140905532073,250
